GEOID,NMTC Eligibility,Opportunity Zone
41051008904,Eligible,No
41051009001,Deep Distress or High Migration Rural County,No
41051009002,Deep Distress or High Migration Rural County,No
41051009101,Severe Distress or Non-Metropolitan,No
41051009102,Not Eligible,No
41051009202,Severe Distress or Non-Metropolitan,No
41051009203,Severe Distress or Non-Metropolitan,No
41051009204,Eligible,No
41051009301,Severe Distress or Non-Metropolitan,No
41051009302,Eligible,No
41051009400,Eligible,No
41051009501,Eligible,No
41051009502,Eligible,No
41051009603,Eligible,Low-Income Community
41051009604,Severe Distress or Non-Metropolitan,Low-Income Community
41051009605,Eligible,No
41051009606,Severe Distress or Non-Metropolitan,No
41051009701,Severe Distress or Non-Metropolitan,Low-Income Community
41051009703,Severe Distress or Non-Metropolitan,No
41051009704,Severe Distress or Non-Metropolitan,No
41051009801,Severe Distress or Non-Metropolitan,Low-Income Community
41051009803,Severe Distress or Non-Metropolitan,No
41051009804,Deep Distress or High Migration Rural County,No
41051009903,Not Eligible,No
41051009904,Not Eligible,No
41051009905,Not Eligible,No
41051009906,Not Eligible,No
41051009907,Not Eligible,No
41051010001,Severe Distress or Non-Metropolitan,Low-Income Community
41051010002,Not Eligible,No
41051010101,Eligible,No
41051010102,Not Eligible,No
41051010200,Not Eligible,No
41051010303,Not Eligible,No
41051010304,Eligible,Low-Income Community
41051010305,Not Eligible,No
41051010306,Not Eligible,No
41051010402,Not Eligible,No
41051010405,Eligible,No
41051010407,Not Eligible,No
41051010408,Severe Distress or Non-Metropolitan,No
41051010410,Severe Distress or Non-Metropolitan,No
41051010411,Severe Distress or Non-Metropolitan,No
41051010412,Not Eligible,No
41051010413,Not Eligible,No
41051010500,Not Eligible,No
41051010601,Eligible,No
41051010602,Deep Distress or High Migration Rural County,No
41051980000,Not Eligible,No
41053005100,Eligible,Low-Income Community
41053005203,Not Eligible,No
41053005204,Not Eligible,No
41053005205,Not Eligible,No
41053005206,Eligible,No
41053005301,Not Eligible,No
41053005302,Not Eligible,No
41053020202,Not Eligible,Low-Income Community
41053020203,Severe Distress or Non-Metropolitan,No
41053020204,Not Eligible,No
41053020303,Severe Distress or Non-Metropolitan,No
41053020304,Eligible,No
41053020305,Not Eligible,No
41053020306,Not Eligible,No
41053020400,Not Eligible,No
41053020500,Not Eligible,No
41055950100,Not Eligible,Low-Income Community
41057960101,Not Eligible,No
41057960102,Severe Distress or Non-Metropolitan,No
41057960200,Severe Distress or Non-Metropolitan,Low-Income Community
41057960300,Not Eligible,No
41057960401,Not Eligible,No
41057960402,Severe Distress or Non-Metropolitan,No
41057960500,Severe Distress or Non-Metropolitan,No
41057960600,Not Eligible,No
41057960700,Severe Distress or Non-Metropolitan,No
41057960800,Not Eligible,No
41057990100,Not Eligible,No
41059940000,Severe Distress or Non-Metropolitan,Low-Income Community
41059950100,Severe Distress or Non-Metropolitan,No
41059950201,Severe Distress or Non-Metropolitan,No
41059950202,Not Eligible,No
41059950300,Not Eligible,No
41059950400,Not Eligible,No
41059950500,Not Eligible,No
41059950601,Deep Distress or High Migration Rural County,No
41059950602,Not Eligible,No
41059950700,Not Eligible,No
41059950800,Not Eligible,No
41059950900,Not Eligible,No
41059951000,Deep Distress or High Migration Rural County,Low-Income Community
41059951100,Severe Distress or Non-Metropolitan,No
41059951201,Not Eligible,No
41059951202,Not Eligible,No
41059951300,Severe Distress or Non-Metropolitan,No
41059951400,Not Eligible,No
41061970100,Severe Distress or Non-Metropolitan,No
41061970200,Severe Distress or Non-Metropolitan,No
41061970300,Not Eligible,No
41061970400,Severe Distress or Non-Metropolitan,No
41061970500,Severe Distress or Non-Metropolitan,No
41061970600,Not Eligible,No
41061970700,Severe Distress or Non-Metropolitan,No
41061970800,Severe Distress or Non-Metropolitan,Low-Income Community
41063960100,Severe Distress or Non-Metropolitan,No
41063960200,Severe Distress or Non-Metropolitan,No
41063960300,Not Eligible,No
41065970100,Not Eligible,No
41065970200,Severe Distress or Non-Metropolitan,No
41065970300,Not Eligible,No
41065970400,Severe Distress or Non-Metropolitan,Low-Income Community
41065970500,Severe Distress or Non-Metropolitan,Low-Income Community
41065970600,Severe Distress or Non-Metropolitan,No
41065970700,Not Eligible,No
41065970800,Not Eligible,No
41067030103,Not Eligible,No
41067030104,Not Eligible,No
41067030105,Not Eligible,No
41067030106,Not Eligible,No
41067030200,Not Eligible,No
41067030300,Not Eligible,No
41067030401,Not Eligible,No
41067030402,Not Eligible,No
41067030501,Not Eligible,No
41067030502,Not Eligible,No
41067030600,Not Eligible,No
41067030700,Eligible,Low-Income Community
41067030801,Not Eligible,No
41067030803,Not Eligible,No
41067030805,Not Eligible,No
41067030806,Not Eligible,No
41067030900,Eligible,Low-Income Community
41067031005,Eligible,No
41067031007,Not Eligible,No
41067031008,Not Eligible,No
41067031009,Not Eligible,No
41067031010,Not Eligible,No
41067031011,Eligible,No
41067031012,Not Eligible,No
41067031100,Eligible,No
41067031201,Eligible,No
41067031202,Eligible,No
41067031301,Not Eligible,No
41067031302,Not Eligible,No
41067031402,Eligible,Low-Income Community
41067031403,Not Eligible,No
41067031404,Not Eligible,No
41067031504,Not Eligible,No
41067031506,Not Eligible,No
41067031507,Not Eligible,No
41067031509,Not Eligible,No
41067031511,Not Eligible,No
41067031514,Not Eligible,No
41067031515,Not Eligible,No
41067031516,Not Eligible,No
41067031517,Not Eligible,No
41067031518,Not Eligible,No
41067031519,Not Eligible,No
41067031520,Not Eligible,No
41067031606,Eligible,No
41067031612,Eligible,No
41067031614,Not Eligible,No
41067031615,Eligible,No
41067031616,Not Eligible,No
41067031617,Eligible,No
41067031618,Not Eligible,No
41067031619,Not Eligible,No
41067031620,Not Eligible,No
41067031621,Not Eligible,No
41067031622,Not Eligible,No
41067031623,Not Eligible,No
41067031624,Not Eligible,No
41067031625,Eligible,No
41067031626,Eligible,No
41067031703,Eligible,No
41067031705,Eligible,No
41067031706,Eligible,No
41067031707,Not Eligible,No
41067031708,Eligible,No
41067031804,Not Eligible,No
41067031806,Not Eligible,No
41067031807,Not Eligible,No
41067031813,Not Eligible,No
41067031814,Not Eligible,No
41067031816,Not Eligible,No
41067031817,Not Eligible,No
41067031818,Not Eligible,No
41067031819,Not Eligible,No
41067031820,Not Eligible,No
41067031821,Not Eligible,No
41067031904,Not Eligible,No
41067031909,Not Eligible,No
41067031911,Not Eligible,No
41067031912,Not Eligible,No
41067031913,Not Eligible,No
41067031914,Eligible,No
41067031915,Not Eligible,No
41067031916,Not Eligible,No
41067031917,Not Eligible,No
41067031918,Not Eligible,No
41067032001,Not Eligible,No
41067032003,Severe Distress or Non-Metropolitan,Low-Income Community
41067032004,Not Eligible,No
41067032005,Severe Distress or Non-Metropolitan,Low-Income Community
41067032104,Not Eligible,No
41067032107,Not Eligible,No
41067032108,Not Eligible,No
41067032109,Not Eligible,No
41067032110,Not Eligible,No
41067032111,Not Eligible,No
41067032112,Not Eligible,No
41067032201,Not Eligible,No
41067032202,Not Eligible,No
41067032301,Not Eligible,No
41067032302,Not Eligible,No
41067032404,Not Eligible,No
41067032407,Not Eligible,No
41067032409,Severe Distress or Non-Metropolitan,No
41067032410,Not Eligible,No
41067032411,Not Eligible,No
41067032412,Not Eligible,No
41067032413,Not Eligible,No
41067032414,Not Eligible,No
41067032501,Severe Distress or Non-Metropolitan,Low-Income Community
41067032502,Not Eligible,No
41067032503,Not Eligible,No
41067032603,Not Eligible,No
41067032604,Not Eligible,No
41067032606,Eligible,No
41067032608,Not Eligible,No
41067032609,Not Eligible,No
41067032610,Not Eligible,No
41067032611,Not Eligible,No
41067032612,Not Eligible,No
41067032700,Not Eligible,No
41067032800,Not Eligible,No
41067032901,Not Eligible,No
41067032903,Eligible,No
41067032904,Eligible,No
41067033000,Not Eligible,No
41067033101,Not Eligible,No
41067033102,Not Eligible,No
41067033201,Severe Distress or Non-Metropolitan,No
41067033202,Eligible,No
41067033301,Not Eligible,No
41067033302,Not Eligible,No
41067033400,Not Eligible,No
41067033500,Not Eligible,No
41067033600,Not Eligible,No
41069960100,Severe Distress or Non-Metropolitan,No
41071030101,Not Eligible,No
41071030102,Not Eligible,No
41071030201,Eligible,No
41071030202,Eligible,Low-Income Community
41071030302,Not Eligible,No
41071030303,Not Eligible,No
41071030304,Not Eligible,No
41071030400,Not Eligible,No
41071030501,Not Eligible,No
41071030502,Severe Distress or Non-Metropolitan,Low-Income Community
41071030601,Eligible,Low-Income Community
41071030602,Not Eligible,No
41071030702,Eligible,No
41071030703,Severe Distress or Non-Metropolitan,No
41071030704,Not Eligible,No
41071030801,Severe Distress or Non-Metropolitan,No
41071030802,Eligible,No
41071030900,Eligible,No
41071031000,Not Eligible,No
42001030101,Not Eligible,No
42001030103,Not Eligible,No
42001030104,Eligible,No
42001030200,Eligible,No
42001030300,Not Eligible,No
42001030400,Not Eligible,No
42001030500,Not Eligible,No
42001030600,Not Eligible,No
42001030700,Not Eligible,No
42001030801,Not Eligible,No
42001030802,Eligible,No
42001030803,Not Eligible,No
42001030901,Not Eligible,No
42001030902,Eligible,No
42001031000,Not Eligible,No
42001031101,Eligible,No
42001031102,Not Eligible,No
42001031201,Not Eligible,No
42001031202,Not Eligible,No
42001031203,Not Eligible,No
42001031300,Not Eligible,No
42001031401,Not Eligible,No
42001031402,Not Eligible,No
42001031501,Eligible,No
42001031502,Not Eligible,No
42001031600,Not Eligible,No
42001031700,Eligible,No
42003010301,Not Eligible,No
42003010302,Deep Distress or High Migration Rural County,No
42003020100,Not Eligible,No
42003020300,Not Eligible,No
42003030500,Deep Distress or High Migration Rural County,Low-Income Community
42003040200,Deep Distress or High Migration Rural County,No
42003040400,Eligible,No
42003040500,Deep Distress or High Migration Rural County,No
42003040600,Deep Distress or High Migration Rural County,No
42003040900,Deep Distress or High Migration Rural County,No
42003050100,Severe Distress or Non-Metropolitan,Low-Income Community
42003050600,Severe Distress or Non-Metropolitan,No
42003050900,Deep Distress or High Migration Rural County,Low-Income Community
42003051000,Deep Distress or High Migration Rural County,No
42003051100,Deep Distress or High Migration Rural County,Low-Income Community
42003060300,Not Eligible,No
42003060500,Not Eligible,No
42003070300,Eligible,No
42003070500,Not Eligible,No
42003070600,Not Eligible,No
42003070800,Not Eligible,No
42003070900,Eligible,No
42003080200,Eligible,No
42003080400,Severe Distress or Non-Metropolitan,No
42003080600,Not Eligible,No
42003080700,Eligible,No
42003080900,Not Eligible,No
42003090100,Not Eligible,No
42003090200,Not Eligible,No
42003090300,Not Eligible,No
42003100500,Not Eligible,No
42003101100,Eligible,No
42003101400,Not Eligible,No
42003101800,Not Eligible,No
42003101900,Severe Distress or Non-Metropolitan,No
42003110200,Not Eligible,No
42003110600,Not Eligible,No
42003111300,Eligible,No
42003111400,Severe Distress or Non-Metropolitan,No
42003111500,Severe Distress or Non-Metropolitan,No
42003120300,Eligible,No
42003120900,Deep Distress or High Migration Rural County,No
42003130200,Severe Distress or Non-Metropolitan,Low-Income Community
42003130600,Deep Distress or High Migration Rural County,Low-Income Community
42003130700,Deep Distress or High Migration Rural County,No
42003130800,Deep Distress or High Migration Rural County,No
42003140100,Not Eligible,No
42003140200,Eligible,No
42003140300,Not Eligible,No
42003140400,Not Eligible,No
42003140500,Not Eligible,No
42003140800,Not Eligible,No
42003141100,Not Eligible,No
42003141200,Not Eligible,No
42003141300,Not Eligible,No
42003141400,Not Eligible,No
42003151600,Not Eligible,No
42003151700,Not Eligible,No
42003160800,Eligible,No
42003160900,Not Eligible,No
42003161000,Deep Distress or High Migration Rural County,No
42003170200,Severe Distress or Non-Metropolitan,No
42003170600,Eligible,No
42003180300,Severe Distress or Non-Metropolitan,No
42003180700,Severe Distress or Non-Metropolitan,No
42003190300,Eligible,No
42003191100,Not Eligible,No
42003191400,Not Eligible,No
42003191500,Deep Distress or High Migration Rural County,No
42003191600,Eligible,No
42003191700,Not Eligible,No
42003191800,Not Eligible,No
42003191900,Not Eligible,No
42003192000,Not Eligible,No
42003202200,Deep Distress or High Migration Rural County,Low-Income Community
42003202300,Not Eligible,No
42003241300,Not Eligible,No
42003250900,Deep Distress or High Migration Rural County,Low-Income Community
42003260200,Not Eligible,No
42003260700,Not Eligible,No
42003261300,Deep Distress or High Migration Rural County,No
42003261400,Eligible,Low-Income Community
42003261500,Severe Distress or Non-Metropolitan,Low-Income Community
42003262000,Severe Distress or Non-Metropolitan,No
42003270100,Not Eligible,No
42003270300,Not Eligible,No
42003270800,Not Eligible,No
42003271600,Eligible,No
42003281400,Deep Distress or High Migration Rural County,No
42003281500,Eligible,No
42003290100,Severe Distress or Non-Metropolitan,Low-Income Community
42003290200,Severe Distress or Non-Metropolitan,Low-Income Community
42003290400,Eligible,No
42003300100,Deep Distress or High Migration Rural County,Low-Income Community
42003310200,Not Eligible,No
42003320400,Eligible,No
42003320600,Not Eligible,No
42003320700,Not Eligible,No
42003401100,Not Eligible,No
42003401200,Severe Distress or Non-Metropolitan,Low-Income Community
42003401300,Not Eligible,No
42003402000,Eligible,No
42003403500,Severe Distress or Non-Metropolitan,Low-Income Community
42003404000,Not Eligible,No
42003405000,Not Eligible,No
42003406000,Not Eligible,No
42003407001,Not Eligible,No
42003407002,Not Eligible,No
42003408001,Not Eligible,No
42003408002,Not Eligible,No
42003409001,Not Eligible,No
42003409002,Not Eligible,No
42003410000,Not Eligible,No
42003411001,Not Eligible,No
42003411002,Not Eligible,No
42003412002,Not Eligible,No
42003412003,Not Eligible,No
42003412004,Not Eligible,No
42003413100,Not Eligible,No
42003413201,Not Eligible,No
42003413202,Not Eligible,No
42003413300,Not Eligible,No
42003413400,Not Eligible,No
42003413500,Not Eligible,No
42003414101,Not Eligible,No
42003414102,Not Eligible,No
42003414200,Not Eligible,No
42003415001,Not Eligible,No
42003415002,Not Eligible,No
42003416000,Not Eligible,No
42003417100,Eligible,No
42003417200,Not Eligible,No
42003418000,Not Eligible,No
42003419000,Not Eligible,No
42003420000,Severe Distress or Non-Metropolitan,No
42003421100,Not Eligible,No
42003421200,Not Eligible,No
42003422000,Not Eligible,No
42003423000,Not Eligible,No
42003424000,Severe Distress or Non-Metropolitan,Low-Income Community
42003425000,Eligible,Non-LIC Contiguous
42003426300,Not Eligible,No
42003426400,Not Eligible,No
42003426700,Not Eligible,No
42003426800,Not Eligible,No
42003427000,Eligible,No
42003427100,Not Eligible,No
42003427200,Eligible,No
42003428100,Not Eligible,No
42003428200,Not Eligible,No
42003429100,Not Eligible,No
42003429201,Not Eligible,No
42003429202,Not Eligible,No
42003429300,Not Eligible,No
42003429400,Not Eligible,No
42003429500,Not Eligible,No
42003429600,Not Eligible,No
42003429700,Deep Distress or High Migration Rural County,No
42003430100,Not Eligible,No
42003430200,Not Eligible,No
42003431100,Not Eligible,No
42003431400,Not Eligible,No
42003431500,Not Eligible,No
42003432300,Not Eligible,No
42003432400,Not Eligible,No
42003434000,Not Eligible,No
42003435000,Not Eligible,No
42003437000,Not Eligible,No
42003439000,Not Eligible,No
42003445500,Not Eligible,No
42003446000,Not Eligible,No
42003447000,Not Eligible,No
42003448000,Eligible,No
42003449000,Not Eligible,No
42003450700,Eligible,No
42003450800,Eligible,No
42003451101,Not Eligible,No
42003451102,Not Eligible,No
42003451104,Not Eligible,No
42003451105,Not Eligible,No
42003451300,Not Eligible,No
42003452000,Not Eligible,No
42003453003,Not Eligible,No
42003453004,Not Eligible,No
42003455000,Not Eligible,No
42003456001,Not Eligible,No
42003456003,Not Eligible,No
42003456004,Not Eligible,No
42003457100,Not Eligible,No
42003457200,Not Eligible,No
42003458001,Not Eligible,No
42003458002,Not Eligible,No
42003459101,Not Eligible,No
42003459102,Not Eligible,No
42003459201,Not Eligible,No
42003459202,Not Eligible,No
42003460001,Not Eligible,No
42003460002,Not Eligible,No
42003461000,Eligible,Non-LIC Contiguous
42003462100,Severe Distress or Non-Metropolitan,Low-Income Community
42003462600,Deep Distress or High Migration Rural County,Low-Income Community
42003463900,Severe Distress or Non-Metropolitan,Low-Income Community
42003464300,Not Eligible,No
42003464400,Deep Distress or High Migration Rural County,Low-Income Community
42003465600,Not Eligible,No
42003465800,Not Eligible,No
42003468700,Not Eligible,No
42003468800,Not Eligible,No
42003468900,Not Eligible,No
42003469000,Not Eligible,No
42003470300,Not Eligible,No
42003470400,Not Eligible,No
42003470501,Not Eligible,No
42003470502,Not Eligible,No
42003470600,Not Eligible,No
42003471000,Not Eligible,No
42003472100,Not Eligible,No
42003472200,Not Eligible,No
42003472300,Not Eligible,No
42003472400,Not Eligible,No
42003473100,Not Eligible,No
42003473200,Not Eligible,No
42003473300,Not Eligible,No
42003473401,Not Eligible,No
42003473402,Not Eligible,No
42003473500,Not Eligible,No
42003473601,Not Eligible,No
42003473602,Not Eligible,No
42003474101,Not Eligible,No
42003474102,Not Eligible,No
42003474201,Not Eligible,No
42003474202,Not Eligible,No
42003474203,Not Eligible,No
42003475101,Not Eligible,No
42003475102,Not Eligible,No
42003475200,Not Eligible,No
42003475301,Not Eligible,No
42003475303,Not Eligible,No
42003475304,Not Eligible,No
42003475401,Not Eligible,No
42003475402,Not Eligible,No
42003476100,Not Eligible,No
42003476200,Not Eligible,No
42003477100,Not Eligible,No
42003477200,Not Eligible,No
42003477300,Eligible,No
42003478100,Not Eligible,No
42003478200,Not Eligible,No
42003479000,Not Eligible,No
42003480101,Eligible,No
42003480102,Not Eligible,No
42003480200,Not Eligible,No
42003480300,Not Eligible,No
42003480400,Not Eligible,No
42003481000,Severe Distress or Non-Metropolitan,Low-Income Community
42003482500,Not Eligible,No
42003483800,Deep Distress or High Migration Rural County,No
42003484300,Not Eligible,No
42003484500,Eligible,No
42003484600,Not Eligible,No
42003485000,Severe Distress or Non-Metropolitan,No
42003486700,Severe Distress or Non-Metropolitan,Low-Income Community
42003486800,Severe Distress or Non-Metropolitan,Low-Income Community
42003486900,Severe Distress or Non-Metropolitan,Low-Income Community
42003487000,Eligible,No
42003488100,Severe Distress or Non-Metropolitan,No
42003488200,Deep Distress or High Migration Rural County,No
42003488300,Not Eligible,No
42003488400,Eligible,No
42003488500,Not Eligible,No
42003488600,Not Eligible,No
42003489001,Not Eligible,No
42003489002,Not Eligible,No
42003490002,Not Eligible,No
42003490003,Not Eligible,No
42003490004,Not Eligible,No
42003491101,Not Eligible,No
42003491200,Not Eligible,No
42003492700,Severe Distress or Non-Metropolitan,Low-Income Community
42003492800,Severe Distress or Non-Metropolitan,Low-Income Community
42003492900,Deep Distress or High Migration Rural County,Low-Income Community
42003494000,Severe Distress or Non-Metropolitan,No
42003495000,Eligible,No
42003496101,Not Eligible,No
42003496102,Not Eligible,No
42003496200,Not Eligible,No
42003497000,Not Eligible,No
42003498000,Not Eligible,No
42003499300,Severe Distress or Non-Metropolitan,Low-Income Community
42003499400,Eligible,Low-Income Community
42003500300,Not Eligible,No
42003501000,Eligible,No
42003503002,Not Eligible,No
42003504100,Severe Distress or Non-Metropolitan,Low-Income Community
42003507000,Not Eligible,No
42003508000,Deep Distress or High Migration Rural County,Low-Income Community
42003509400,Severe Distress or Non-Metropolitan,Low-Income Community
42003510000,Deep Distress or High Migration Rural County,No
42003512000,Deep Distress or High Migration Rural County,Low-Income Community
42003513000,Severe Distress or Non-Metropolitan,No
42003513800,Deep Distress or High Migration Rural County,Low-Income Community
42003514000,Deep Distress or High Migration Rural County,Low-Income Community
42003515100,Eligible,No
42003515200,Not Eligible,Low-Income Community
42003515300,Eligible,Low-Income Community
42003515401,Not Eligible,No
42003516100,Not Eligible,No
42003516200,Not Eligible,No
42003517000,Eligible,No
42003518001,Not Eligible,No
42003519000,Not Eligible,No
42003520001,Not Eligible,No
42003520002,Eligible,No
42003521100,Not Eligible,No
42003521200,Not Eligible,No
42003521301,Eligible,No
42003521302,Not Eligible,No
42003521401,Not Eligible,No
42003521402,Not Eligible,No
42003521500,Not Eligible,No
42003522000,Severe Distress or Non-Metropolitan,No
42003523100,Eligible,Low-Income Community
42003523200,Severe Distress or Non-Metropolitan,Low-Income Community
42003523300,Not Eligible,No
42003523400,Eligible,No
42003523501,Eligible,No
42003523502,Eligible,No
42003523600,Not Eligible,No
42003523701,Not Eligible,No
42003523702,Not Eligible,No
42003523800,Not Eligible,No
42003524000,Eligible,Low-Income Community
42003525100,Not Eligible,No
42003525200,Not Eligible,No
42003525300,Not Eligible,No
42003526101,Not Eligible,No
42003526102,Not Eligible,No
42003526201,Not Eligible,No
42003526202,Not Eligible,No
42003526301,Not Eligible,No
42003526302,Not Eligible,No
42003550900,Severe Distress or Non-Metropolitan,No
42003551200,Severe Distress or Non-Metropolitan,No
42003551300,Not Eligible,No
42003551900,Deep Distress or High Migration Rural County,Low-Income Community
42003552000,Severe Distress or Non-Metropolitan,No
42003552100,Deep Distress or High Migration Rural County,Low-Income Community
42003552200,Severe Distress or Non-Metropolitan,Low-Income Community
42003552300,Severe Distress or Non-Metropolitan,No
42003552400,Severe Distress or Non-Metropolitan,No
42003560400,Eligible,No
42003560500,Not Eligible,No
42003561400,Eligible,Low-Income Community
42003561500,Severe Distress or Non-Metropolitan,Low-Income Community
42003561900,Severe Distress or Non-Metropolitan,No
42003562000,Deep Distress or High Migration Rural County,No
42003562300,Deep Distress or High Migration Rural County,Low-Income Community
42003562400,Severe Distress or Non-Metropolitan,Low-Income Community
42003562500,Deep Distress or High Migration Rural County,Low-Income Community
42003562600,Severe Distress or Non-Metropolitan,Low-Income Community
42003562700,Eligible,No
42003562800,Not Eligible,No
42003562901,Severe Distress or Non-Metropolitan,No
42003563000,Not Eligible,No
42003563100,Not Eligible,No
42003563201,Not Eligible,No
42003563202,Eligible,No
42003563300,Not Eligible,No
42003563800,Not Eligible,No
42003563900,Not Eligible,No
42003564000,Not Eligible,No
42003564100,Not Eligible,No
42003564200,Not Eligible,No
42003564400,Not Eligible,Non-LIC Contiguous
42003564500,Not Eligible,No
42003564700,Deep Distress or High Migration Rural County,No
42003564800,Deep Distress or High Migration Rural County,No
42003565100,Eligible,No
42003565200,Eligible,No
42003565300,Eligible,No
42003980000,Not Eligible,No
42003980100,Not Eligible,No
42003980300,Not Eligible,No
42003980400,Not Eligible,No
42003980500,Eligible,No
42003980600,Not Eligible,No
42003980700,Not Eligible,No
42003980800,Not Eligible,No
42003980900,Not Eligible,No
42003981000,Not Eligible,No
42003981100,Not Eligible,No
42003981200,Not Eligible,No
42003981800,Deep Distress or High Migration Rural County,No
42003982200,Deep Distress or High Migration Rural County,No
42005950100,Eligible,No
42005950200,Severe Distress or Non-Metropolitan,No
42005950300,Not Eligible,No
42005950400,Not Eligible,No
42005950500,Not Eligible,No
42005950600,Eligible,No
42005950700,Eligible,No
42005950800,Not Eligible,No
42005950900,Not Eligible,No
42005951000,Eligible,No
42005951100,Severe Distress or Non-Metropolitan,No
42005951200,Not Eligible,No
42005951300,Not Eligible,No
42005951400,Severe Distress or Non-Metropolitan,No
42005951500,Not Eligible,No
42005951600,Eligible,No
42005951700,Not Eligible,No
42005951800,Eligible,No
42005951900,Severe Distress or Non-Metropolitan,No
42007600601,Not Eligible,No
42007600602,Not Eligible,No
42007600701,Not Eligible,No
42007600702,Not Eligible,No
42007601000,Not Eligible,No
42007601100,Eligible,No
42007601200,Deep Distress or High Migration Rural County,Low-Income Community
42007601300,Severe Distress or Non-Metropolitan,Low-Income Community
42007601400,Eligible,No
42007601600,Eligible,No
42007601700,Not Eligible,No
42007601801,Not Eligible,No
42007601802,Eligible,No
42007602100,Severe Distress or Non-Metropolitan,No
42007602300,Not Eligible,No
42007602400,Not Eligible,No
42007602500,Not Eligible,No
42007602601,Not Eligible,No
42007602602,Not Eligible,No
42007602701,Not Eligible,No
42007602702,Not Eligible,No
42007602800,Severe Distress or Non-Metropolitan,Low-Income Community
42007602900,Not Eligible,No
42007603000,Not Eligible,No
42007603202,Not Eligible,No
42007603300,Not Eligible,No
42007603400,Not Eligible,No
42007603500,Severe Distress or Non-Metropolitan,No
42007603600,Not Eligible,No
42007603700,Eligible,No
42007603801,Not Eligible,No
42007603802,Not Eligible,No
42007603803,Not Eligible,No
42007603900,Not Eligible,No
42007604000,Eligible,No
42007604100,Eligible,No
42007604200,Not Eligible,No
42007604500,Deep Distress or High Migration Rural County,No
42007604600,Eligible,No
42007604700,Eligible,No
42007604800,Not Eligible,No
42007604901,Not Eligible,No
42007604902,Not Eligible,No
42007605001,Not Eligible,No
42007605002,Not Eligible,No
42007605100,Not Eligible,No
42007605200,Eligible,No
42007605300,Not Eligible,No
42007605400,Severe Distress or Non-Metropolitan,No
42007605500,Not Eligible,No
42007605600,Eligible,No
42007605700,Severe Distress or Non-Metropolitan,Low-Income Community
42007605800,Not Eligible,No
42009960100,Severe Distress or Non-Metropolitan,No
42009960200,Severe Distress or Non-Metropolitan,No
42009960300,Severe Distress or Non-Metropolitan,No
42009960400,Not Eligible,No
42009960500,Severe Distress or Non-Metropolitan,No
42009960600,Not Eligible,No
42009960700,Not Eligible,No
42009960800,Not Eligible,No
42009960900,Not Eligible,No
42009961001,Severe Distress or Non-Metropolitan,No
42009961002,Not Eligible,No
42009961100,Severe Distress or Non-Metropolitan,No
42011000100,Deep Distress or High Migration Rural County,Low-Income Community
42011000200,Deep Distress or High Migration Rural County,No
42011000300,Severe Distress or Non-Metropolitan,No
42011000400,Severe Distress or Non-Metropolitan,Low-Income Community
42011000500,Severe Distress or Non-Metropolitan,No
42011000600,Not Eligible,No
42011000700,Eligible,No
42011000800,Deep Distress or High Migration Rural County,No
42011000900,Severe Distress or Non-Metropolitan,Low-Income Community
42011001000,Deep Distress or High Migration Rural County,No
42011001100,Deep Distress or High Migration Rural County,No
42011001200,Deep Distress or High Migration Rural County,No
42011001300,Deep Distress or High Migration Rural County,Low-Income Community
42011001400,Deep Distress or High Migration Rural County,No
42011001500,Deep Distress or High Migration Rural County,No
42011001600,Severe Distress or Non-Metropolitan,No
42011001700,Severe Distress or Non-Metropolitan,No
42011001800,Not Eligible,No
42011001900,Deep Distress or High Migration Rural County,No
42011002001,Severe Distress or Non-Metropolitan,No
42011002002,Severe Distress or Non-Metropolitan,No
42011002100,Severe Distress or Non-Metropolitan,No
42011002200,Deep Distress or High Migration Rural County,No
42011002300,Severe Distress or Non-Metropolitan,No
42011002500,Deep Distress or High Migration Rural County,Low-Income Community
42011002600,Deep Distress or High Migration Rural County,No
42011002700,Not Eligible,No
42011002900,Eligible,No
42011010100,Not Eligible,No
42011010201,Not Eligible,No
42011010202,Not Eligible,No
42011010302,Not Eligible,No
42011010303,Not Eligible,No
42011010304,Not Eligible,No
42011010401,Eligible,No
42011010402,Not Eligible,No
42011010500,Not Eligible,No
42011010601,Not Eligible,No
42011010602,Not Eligible,No
42011010701,Not Eligible,No
42011010702,Not Eligible,No
42011010801,Not Eligible,No
42011010803,Not Eligible,No
42011010804,Not Eligible,No
42011010902,Not Eligible,No
42011010903,Not Eligible,No
42011010904,Not Eligible,No
42011010905,Not Eligible,No
42011011000,Not Eligible,No
42011011101,Eligible,No
42011011102,Not Eligible,No
42011011200,Eligible,Low-Income Community
42011011300,Not Eligible,No
42011011400,Not Eligible,No
42011011500,Not Eligible,No
42011011601,Not Eligible,No
42011011602,Not Eligible,No
42011011603,Not Eligible,No
42011011702,Not Eligible,No
42011011703,Not Eligible,No
42011011704,Not Eligible,No
42011011705,Not Eligible,No
42011011800,Not Eligible,No
42011011902,Not Eligible,No
42011011903,Not Eligible,No
42011011905,Not Eligible,No
42011011906,Not Eligible,No
42011012001,Not Eligible,No
42011012003,Not Eligible,No
42011012004,Not Eligible,No
42011012101,Not Eligible,No
42011012103,Not Eligible,No
42011012104,Not Eligible,No
42011012106,Not Eligible,No
42011012107,Not Eligible,No
42011012200,Eligible,No
42011012300,Not Eligible,No
42011012400,Not Eligible,No
42011012500,Not Eligible,No
42011012600,Severe Distress or Non-Metropolitan,No
